source,date,title,drug_tags,content_tags,cancer_tags,blog_url,blog_views,blog_likes,blog_comments,cafe_url,cafe_comments,cafe_views,match_confidence,total_comments,persona_myungsoon,persona_suksuja,persona_yeonok
cafe_only,2020.10.20.,"잠재적인 항암제 이버멕틴, 각종 암에 임상이 실시되길 바람~",이버멕틴,,,,,,,https://cafe.naver.com/friendsofhippocrates/8836,17,683,,17,1,7,0.0
cafe_only,2020.10.19.,인간 기생충 목록 - 위키피디아참조,,,,,,,,https://cafe.naver.com/friendsofhippocrates/8821,8,499,,8,0,4,0.0
cafe_only,2020.10.17.,"프로프라놀올, 유방암과 췌장암에 유용해 보입니다",,,유방암|췌장암,,,,,https://cafe.naver.com/friendsofhippocrates/8792,5,374,,5,0,4,0.0
cafe_only,2020.10.14.,"뼈 전이를 표적으로 하는 치료법, 엑스지바, 이베니티",,,,,,,,https://cafe.naver.com/friendsofhippocrates/8741,21,849,,21,1,7,0.0
cafe_only,2020.10.14.,장내미생물을 이용한 대변이식과 암치료 임상.,,장내미생물,,,,,,https://cafe.naver.com/friendsofhippocrates/8735,8,325,,8,-1,4,1.0
cafe_only,2020.10.12.,마약성진통제와 면역억제 및 발암촉진관련 (암수술. 암전이와의 관계),,면역,,,,,,https://cafe.naver.com/friendsofhippocrates/8707,13,338,,13,0,5,1.0
cafe_only,2020.10.12.,마약성진통제 (Opioids)와 암수술. 암전이와의 관계(결론만),,,,,,,,https://cafe.naver.com/friendsofhippocrates/8700,6,340,,6,0,4,0.0
cafe_only,2020.10.11.,종양학에서 약물 재배치 ; 각종 암 치료에 응용되는 약과 임상시험,,논문요약,,,,,,https://cafe.naver.com/friendsofhippocrates/8686,26,971,,26,0,8,3.0
cafe_only,2020.10.07.,특정암에 특정박테리아가 존재한다? 8개 고형암에 대한 조사,,장내미생물,,,,,,https://cafe.naver.com/friendsofhippocrates/8620,30,674,,30,0,7,1.0
cafe_only,2020.10.05.,난소암에 효과 있는 드 노보 드럭. 난소암 환우분들 연구해 보십시요,,,난소암,,,,,https://cafe.naver.com/friendsofhippocrates/8589,18,332,,18,0,6,0.0
cafe_only,2020.09.29.,이버멕틴은 유방암세포에서 암줄기세포를 먼저 억제한다,이버멕틴,,유방암,,,,,https://cafe.naver.com/friendsofhippocrates/8519,25,1010,,25,2,8,0.0
cafe_only,2020.09.26.,2020년도 기생충감염병 관리지침-질병관리청,,,,,,,,https://cafe.naver.com/friendsofhippocrates/8473,8,457,,8,0,4,0.0
cafe_only,2020.09.25.,"기생충감염, 발암 및 인간 악성 종양 2016. (특정암의 원인이 기생충)",,,,,,,,https://cafe.naver.com/friendsofhippocrates/8465,9,647,,9,1,5,0.0
cafe_only,2020.09.25.,개회충 감염과 치료. 구충제 복용을 상당히 했는데도 나오네요 ㅠ,,,,,,,,https://cafe.naver.com/friendsofhippocrates/8462,18,661,,18,1,7,0.0
cafe_only,2020.09.25.,알벤다졸은 HIF-1α 를 억제하며 췌장암세포의 방사선 감수성을 조절합니다.,알벤다졸,,췌장암,,,,,https://cafe.naver.com/friendsofhippocrates/8454,2,322,,2,0,3,0.0
cafe_only,2020.09.23.,약의 흡수. 항암구충제 복용법,,프로토콜,,,,,,https://cafe.naver.com/friendsofhippocrates/8415,22,1093,,22,4,10,0.0
cafe_only,2020.09.22.,항암구충약물의 체내흡수율을 높이기 위한 방법과 나노입자시스템,,,,,,,,https://cafe.naver.com/friendsofhippocrates/8399,19,497,,19,0,6,0.0
cafe_only,2020.09.19.,위타놀라이드와 이버멕틴. 강력한 WNT-TCF 차단제,이버멕틴,,,,,,,https://cafe.naver.com/friendsofhippocrates/8299,10,360,,10,0,5,0.0
cafe_only,2020.09.17.,"아쉬아간다. 위타니아 솜니페라의 각종 효과 요약. 위타놀라이드,위타페린.",,,,,,,,https://cafe.naver.com/friendsofhippocrates/8257,15,314,,15,0,6,0.0
cafe_only,2020.09.16.,다발성 골수종 Multiple Myeloma,,,혈액암,,,,,https://cafe.naver.com/friendsofhippocrates/8234,5,248,,5,0,3,0.0
cafe_only,2020.09.15.,아쉬아간다. 위타니아 솜니페라(Withania somnifera)의 항암 활성,,,,,,,,https://cafe.naver.com/friendsofhippocrates/8208,12,259,,12,0,4,0.0
cafe_only,2020.09.14.,[도입] 아쉬아간다. 위다니아 솜니페라를 아시나요? 위다놀라이드. withanolide. 위다페린. withaferin,,,,,,,,https://cafe.naver.com/friendsofhippocrates/8178,18,260,,18,0,5,0.0
cafe_only,2020.09.14.,암 수술 : 전이 유발 요인과 수술 전후 복용하거나 할 일,,,,,,,,https://cafe.naver.com/friendsofhippocrates/8174,23,707,,23,1,7,0.0
cafe_only,2020.09.11.,암치료와 항산화제 좋은 점 나쁜 점,,,,,,,,https://cafe.naver.com/friendsofhippocrates/8105,8,706,,8,1,5,0.0
cafe_only,2020.09.07.,각종 용도변경약물의 항암기전과 공격전략. 구충항암제는 다기능 항암기전을 가진 멀티플레이어!,,,,,,,,https://cafe.naver.com/friendsofhippocrates/8058,36,1123,,36,2,8,0.0
cafe_only,2020.09.06.,ast/alt 비율의 중요성// 간기능검사수치 AST(GOT)와 ALT(GPT),,,,,,,,https://cafe.naver.com/friendsofhippocrates/8041,12,456,,12,0,5,0.0
cafe_only,2020.09.04.,메벤다졸 NIH 임상에서 투여되는 용량은 얼마일까요?,메벤다졸,,,,,,,https://cafe.naver.com/friendsofhippocrates/8009,3,383,,3,0,3,0.0
cafe_only,2020.09.02.,암을 공격하기 위한 MCT억제제. 암과 젖산대사의 역할,,,,,,,,https://cafe.naver.com/friendsofhippocrates/7956,3,380,,3,0,3,0.0
cafe_only,2020.08.31.,이버멕틴 임상시험을 스페인과 스위스에서 시행 했었군요,이버멕틴,논문요약,,,,,,https://cafe.naver.com/friendsofhippocrates/7915,10,678,,10,0,6,3.0
cafe_only,2020.08.30.,면역과 암치료. 리서치UK,,면역,,,,,,https://cafe.naver.com/friendsofhippocrates/7887,14,456,,14,0,5,1.0
cafe_only,2020.08.27.,"이버멕틴, 유방암치료, 면역체크포인트 봉쇄와 함께 시너지 효과를 준다",이버멕틴,면역,유방암,,,,,https://cafe.naver.com/friendsofhippocrates/7817,8,559,,8,1,4,1.0
cafe_only,2020.08.21.,"니클로사마이드와 각종 암에 대한 효과, 관련 논문 모음, niclosamide, 니크로사미드.",니클로사미드,논문요약,,,,,,https://cafe.naver.com/friendsofhippocrates/7699,14,1051,,14,1,7,3.0
cafe_only,2020.08.18.,메트포르민의 암에 대한 효능. Mechanism of Metformin,메트포르민,,,,,,,https://cafe.naver.com/friendsofhippocrates/7627,31,668,,31,1,7,0.0
cafe_only,2020.08.17.,이버멕틴은 유방암에서 PAK1/AKT축을 차단하여 세포성 자가포식을 유도합니다,이버멕틴,,유방암,,,,,https://cafe.naver.com/friendsofhippocrates/7609,15,570,,15,1,6,0.0
cafe_only,2020.08.16.,코로나에 이버멕틴 삼중요법이 효과가 있답니다. 이버멕틴-독시사이클린-아연,이버멕틴|독시사이클린,,,,,,,https://cafe.naver.com/friendsofhippocrates/7575,17,967,,17,1,8,0.0
cafe_only,2020.08.14.,Farnesoid X Receptor의 활성화는 유방암 관련 섬유 아세포의 종양 촉진 기능을 손상시킵니다,,,유방암,,,,,https://cafe.naver.com/friendsofhippocrates/7543,2,192,,2,0,2,0.0
cafe_only,2020.08.14.,이버멕틴 (ivermectin)은 혈당과 콜레스테롤 수치를 낮추는 새로운 FXR 리간드,이버멕틴,,,,,,,https://cafe.naver.com/friendsofhippocrates/7533,6,420,,6,0,4,0.0
cafe_only,2020.08.12.,"여러 구충항암제가 작용하는 암종류와 작용기전들, 메벤다졸, 니클로사마이드, 피르비늄, 이버멕틴, 니타조사나이드.",이버멕틴|메벤다졸|피르비늄,,,,,,,https://cafe.naver.com/friendsofhippocrates/7480,23,1710,,23,3,8,0.0
cafe_only,2020.08.10.,"HER2 양성 유방암치료제와 이버멕틴, 니클로사마이드, 벤즈이미다졸계의 상승 효과-완결",이버멕틴,,유방암,,,,,https://cafe.naver.com/friendsofhippocrates/7403,11,569,,11,1,5,0.0
cafe_only,2020.08.08.,"피르비늄 파모에이트, 항암제로서의 그 명성, 각종암에 피르비늄의 효과",피르비늄,,,,,,,https://cafe.naver.com/friendsofhippocrates/7365,17,695,,17,1,7,0.0
cafe_only,2020.08.05.,자궁암과 부인과 악성종양 개요와 치료,,,자궁암,,,,,https://cafe.naver.com/friendsofhippocrates/7278,2,488,,2,0,3,0.0
cafe_only,2020.08.05.,소화 시스템의 암 치료를위한 구충제 약물의 재배치-본문 요약정리,,,,,,,,https://cafe.naver.com/friendsofhippocrates/7275,22,586,,22,1,6,0.0
cafe_only,2020.08.04.,유방암 관리를 위한 보완적 또는 대안적 접근법으로서의 케톤성 대사 요법의 고려,,식이요법,유방암,,,,,https://cafe.naver.com/friendsofhippocrates/7233,5,285,,5,0,3,0.0
cafe_only,2020.08.03.,소화시스템의 암 치료를 위한 구충제 약물의 재배치,,,,,,,,https://cafe.naver.com/friendsofhippocrates/7205,21,602,,21,1,7,0.0
cafe_only,2020.08.02.,베타차단제 프로프라놀올 상품명 인데놀의 난소암 효과,,,난소암,,,,,https://cafe.naver.com/friendsofhippocrates/7161,3,252,,3,0,2,0.0
cafe_only,2020.08.01.,이버멕틴은 항암제 약물내성을 극복한다. 역전시킨다.,이버멕틴,,,,,,,https://cafe.naver.com/friendsofhippocrates/7134,15,793,,15,1,7,0.0
cafe_only,2020.07.31.,암대사치료까페에서 이버멕틴 관련 글을 비판한 것에 대한 제 생각입니다,이버멕틴,,,,,,,https://cafe.naver.com/friendsofhippocrates/7108,34,1069,,34,2,8,0.0
cafe_only,2020.07.29.,벤즈이미다졸계약물-알벤다졸의 혈당강하에 대하여,알벤다졸,,,,,,,https://cafe.naver.com/friendsofhippocrates/7066,19,428,,19,0,6,0.0
cafe_only,2020.07.26.,"젖산대사억제, 즉 MCT억제가 암을 치료하는 핵심일 수 있다",,,,,,,,https://cafe.naver.com/friendsofhippocrates/6972,8,393,,8,0,4,0.0
cafe_only,2020.07.26.,암수술시 발기부전약과 독감백신의 유효한 효과,,,,,,,,https://cafe.naver.com/friendsofhippocrates/6971,5,173,,5,0,3,0.0
cafe_only,2020.07.24.,암세포의 미토콘드리아 호기성 대사 에 대한 FDA 승인 항미생물제의 효과,,장내미생물,,,,,,https://cafe.naver.com/friendsofhippocrates/6908,10,358,,10,-1,5,1.0
cafe_only,2020.07.23.,이버멕틴 관련 월경 불규칙현상에 대하여,이버멕틴,,,,,,,https://cafe.naver.com/friendsofhippocrates/6890,11,886,,11,1,6,0.0
cafe_only,2020.07.23.,암 미생물 군 - 공부하실분을 찾습니다^^,,장내미생물,,,,,,https://cafe.naver.com/friendsofhippocrates/6878,5,425,,5,-1,4,1.0
cafe_only,2020.07.22.,"종양미세환경 Tumor microenvironment, TME",,,,,,,,https://cafe.naver.com/friendsofhippocrates/6865,16,448,,16,0,6,0.0
cafe_only,2020.07.21.,"항암치료, 나무만 보고 숲은 못본다는 사실.",,,,,,,,https://cafe.naver.com/friendsofhippocrates/6823,23,867,,23,1,7,0.0
cafe_only,2020.07.20.,HER2양성 유방암의 라파티닙 내성에 니클로사마이드의 효과,,,유방암,,,,,https://cafe.naver.com/friendsofhippocrates/6795,6,302,,6,0,4,0.0
cafe_only,2020.07.19.,HER2양성 유방암과 항암구충제,,,유방암,,,,,https://cafe.naver.com/friendsofhippocrates/6781,13,687,,13,1,6,0.0
cafe_only,2020.07.18.,벤지미다졸(탁솔계열)과 이버맥틴의 병용질문 ; 버팔론 ; 국립암센터논문 ; thelogs님 글,,논문요약,,,,,,https://cafe.naver.com/friendsofhippocrates/6743,22,727,,22,0,7,3.0
cafe_only,2020.07.17.,기생충 살인자 Ivermectin은 암 약물 저항을 막습니다,이버멕틴,,,,,,,https://cafe.naver.com/friendsofhippocrates/6722,28,1053,,28,2,8,0.0
cafe_only,2020.07.13.,"정상대사과정과 암의 대사, 이버멕틴의 작용기전 요약",이버멕틴,,,,,,,https://cafe.naver.com/friendsofhippocrates/6582,33,926,,33,1,8,0.0
cafe_only,2020.07.11.,각종 암치료에 이버멕틴용량 산출한 근거와 IC50의 중요성,이버멕틴,,,,,,,https://cafe.naver.com/friendsofhippocrates/6522,7,856,,7,1,5,0.0
cafe_only,2020.07.10.,장내세균총 장내건강이 폐암과도 관련이 깊네요.호흡면역계~,,장내미생물|면역,폐암,,,,,https://cafe.naver.com/friendsofhippocrates/6509,6,469,,6,-1,4,2.0
cafe_only,2020.07.10.,[기사] 이버멕틴과 covid-19 치료/왜 세계는 주목하지 않는가?,이버멕틴,,,,,,,https://cafe.naver.com/friendsofhippocrates/6501,5,560,,5,1,4,0.0
cafe_only,2020.07.09.,작은와포자충-암 유발 기생충. 정수기 수돗물에도 살아있다,,,,,,,,https://cafe.naver.com/friendsofhippocrates/6467,22,579,,22,1,6,0.0
cafe_only,2020.07.09.,니타조사나이드의 모든것 ver 2.0,,,,,,,,https://cafe.naver.com/friendsofhippocrates/6451,18,2046,,18,3,8,0.0
cafe_only,2020.07.07.,니타조사나이드와 c-Myc유전자,,,,,,,,https://cafe.naver.com/friendsofhippocrates/6344,4,598,,4,1,3,0.0
cafe_only,2020.07.05.,니타조사나이드의 모든것 ver1.0,,,,,,,,https://cafe.naver.com/friendsofhippocrates/6263,28,1727,,28,3,8,0.0
cafe_only,2020.07.01.,"이버멕틴,벤즈이미다졸,니크로사마이드,나타조사나이드 항암기전과 기타 요약정리",이버멕틴|니클로사미드,,,,,,,https://cafe.naver.com/friendsofhippocrates/6087,39,1861,,39,3,8,0.0
cafe_only,2020.07.01.,우수상 받았습니다^^ 꾸우벅^^,,,,,,,,https://cafe.naver.com/friendsofhippocrates/6082,25,661,,25,1,7,0.0
cafe_only,2020.06.28.,이버멕틴과 뇌혈관장벽 : P-GP의 기능과 관련논문3편,이버멕틴,논문요약,,,,,,https://cafe.naver.com/friendsofhippocrates/5951,22,644,,22,0,7,3.0
cafe_only,2020.06.26.,[논문] 소아 중추 신경계 신 생물에서 혈액 뇌 장벽의 특성-BBB 파괴???,,논문요약,,,,,,https://cafe.naver.com/friendsofhippocrates/5879,9,311,,9,-1,4,3.0
cafe_only,2020.06.24.,헤민(hemin) - 삼중음성유방암치료에 메트포르민과 함께,메트포르민,,유방암,,,,,https://cafe.naver.com/friendsofhippocrates/5801,2,389,,2,0,3,0.0
cafe_only,2020.06.22.,이버멕틴과 스타틴계열 약물의 복용에 대하여,이버멕틴|스타틴,,,,,,,https://cafe.naver.com/friendsofhippocrates/5701,7,494,,7,0,4,0.0
cafe_only,2020.06.20.,[논문] 이트라코나졸의 항암효과-관련논문들-1,이트라코나졸,논문요약,,,,,,https://cafe.naver.com/friendsofhippocrates/5635,7,658,,7,0,5,3.0
cafe_only,2020.06.19.,"Atavistic Metamorphosis-암의 기원, 암을 치료하는 약들",,,,,,,,https://cafe.naver.com/friendsofhippocrates/5630,14,534,,14,1,5,0.0
cafe_only,2020.06.18.,[논문] 이버 멕틴은 lncRNA-EIF4A3-mRNA 축을 조절함으로써 난소 암을 억제,,논문요약,,,,,,https://cafe.naver.com/friendsofhippocrates/5570,12,731,,12,0,6,3.0
cafe_only,2020.06.17.,[논문] 생쥐의 급성 간내 이버 멕틴 독성에 대한 비타민 E 및 포도씨 오일의 보호 효과,,논문요약,,,,,,https://cafe.naver.com/friendsofhippocrates/5519,23,796,,23,0,7,3.0
cafe_only,2020.06.14.,이버멕틴 관련자료 요약 모음편 1,이버멕틴,,,,,,,https://cafe.naver.com/friendsofhippocrates/5384,29,1093,,29,2,8,0.0
cafe_only,2020.06.12.,[논문] 이버멕틴 과량복용한 사자의 실명치료,이버멕틴,논문요약,,,,,,https://cafe.naver.com/friendsofhippocrates/5310,41,1112,,41,1,8,3.0
cafe_only,2020.06.12.,[drugbank] 구충제와 각종 보조제등의 개략적인 약물상호작용,,,,,,,,https://cafe.naver.com/friendsofhippocrates/5285,36,1061,,36,2,8,0.0
cafe_only,2020.06.10.,[메이요클리닉] 이버멕틴 부작용 정보,이버멕틴,,,,,,,https://cafe.naver.com/friendsofhippocrates/5206,14,1362,,14,2,7,0.0
cafe_only,2020.06.09.,"알벤다졸 부작용에 관한 이해, 백혈구 감소와 간수치 상승에 대한 판단",알벤다졸,,,,,,,https://cafe.naver.com/friendsofhippocrates/5139,9,746,,9,1,5,0.0
cafe_only,2020.06.08.,비타민씨복용 혹은 주사 맞을때 구충요법은?,,,,,,,,https://cafe.naver.com/friendsofhippocrates/5100,13,989,,13,1,7,0.0
cafe_only,2020.06.07.,[논문] 니크로사마이드 p53결함 암세포를 죽인다,니클로사미드,논문요약,,,,,,https://cafe.naver.com/friendsofhippocrates/5068,16,600,,16,0,7,3.0
cafe_only,2020.06.06.,[논문] 암줄기세포사멸을 목표로 하는 삼중요법 (DAV),,논문요약,,,,,,https://cafe.naver.com/friendsofhippocrates/5021,26,991,,26,0,8,3.0
cafe_only,2020.06.04.,[논문] 이버멕틴 복용시 비타민E/Se 함께 복용하세요,이버멕틴,논문요약,,,,,,https://cafe.naver.com/friendsofhippocrates/4944,23,819,,23,0,7,3.0
cafe_only,2020.06.03.,[특허] 암 대사 치료를위한 NICLOSAMIDE-장기복용가능,니클로사미드,특허,,,,,,https://cafe.naver.com/friendsofhippocrates/4879,31,1020,,31,2,8,2.0
cafe_only,2020.05.30.,[논문] 이버멕틴약물동력학-상호작용에 관하여,이버멕틴,논문요약,,,,,,https://cafe.naver.com/friendsofhippocrates/4676,10,625,,10,0,6,3.0
cafe_only,2020.05.27.,미국립암센타 암세포억제농도 잘못되었습니다,,,,,,,,https://cafe.naver.com/friendsofhippocrates/4525,3,512,,3,1,3,0.0
